group,folder,name,description,authors,settings,patches,before_send,before_edit,flux,render,native,verdict,ported
equicordplugins,betterPlusReacts,BetterPlusReacts,The amount of plus before :emoji: is the message to add it to,Devs.Joona,0,True,False,False,False,False,,rewrite,
equicordplugins,blockKeywords,BlockKeywords,Comma-separated list of words to block,"EquicordDevs.catcraft,EquicordDevs.secp1",6,True,False,False,False,False,,rewrite,blockkeywords
equicordplugins,blockKrisp,BlockKrisp,Prevent Krisp from loading,Devs.D3SOX,0,False,False,False,False,False,,portable-logic,
equicordplugins,bypassPinPrompt,BypassPinPrompt,Bypass the pin prompt when using the pin functions,Devs.thororen,0,False,False,False,False,False,,portable-logic,
equicordplugins,bypassStatus,BypassStatus,Guilds to let bypass (notified when pinged anywhere in guild),Devs.Inbestigator,9,False,False,False,True,False,,portable-hook,
equicordplugins,channelBadges,ChannelBadges,Adds badges to channels based on their type,"EquicordDevs.creations,Devs.thororen",0,False,False,False,False,False,,portable-ui,
equicordplugins,channelTabs,ChannelTabs,"Group your commonly visited channels in tabs, like a browser","Devs.TheSun,Devs.TheKodeToad,EquicordDev",2,False,False,False,True,False,,portable-hook,
equicordplugins,cleanChannelName,CleanChannelName,Remove emoji and decoration from channel names. Reverts to the original while you're editing the channel.,Devs.AutumnVN,1,True,False,False,True,False,,rewrite,
equicordplugins,cleanerChannelGroups,CleanerChannelGroups,"Hides all channels in collapsed categories, even if they have unread messages.",EquicordDevs.justjxke,0,True,False,False,False,False,,rewrite,
equicordplugins,clickableRoles,ClickableRoles,Click on roles in user profiles and the member list to see which members have them.,Devs.prism,0,True,False,False,False,False,,rewrite,
equicordplugins,clientSideBlock,ClientSideBlock,Hide voice channels containing blocked users.,"Devs.Samwich,EquicordDevs.KamiRu",8,False,False,False,False,False,,portable-logic,
equicordplugins,clipUpload.desktop,ClipUpload,Adds a button to upload a local video file as a Discord clip.,"EquicordDevs.qdnx,EquicordDevs.BachLe200",1,True,False,False,False,False,native.ts,native-feature,
equicordplugins,clipsEnhancements.discordDesktop,ClipsEnhancements,When should clips be tagged with the current Rich Presence?,"Devs.niko,Devs.Joona,EquicordDevs.keircn",2,True,False,False,False,False,,rewrite,
equicordplugins,collapsibleUi,CollapsibleUI,"Native collapsible channel, member, chat button, and user area surfaces.",EquicordDevs.benjii,2,False,False,False,False,False,,portable-logic,
equicordplugins,commandPalette,CommandPalette,Raycast style command palette for running actions anywhere in Discord,EquicordDevs.justjxke,0,False,False,False,False,False,,portable-ui,
equicordplugins,contentWarning,ContentWarning,Only show trigger content on click instead of hover,EquicordDevs.camila314,2,True,False,False,False,False,,rewrite,
equicordplugins,copyProfileColors,CopyProfileColors,A plugin to copy people's profile gradient colors to clipboard.,"EquicordDevs.Crxa,EquicordDevs.Cortex,Eq",1,False,False,False,False,False,,portable-logic,
equicordplugins,copyStatusUrls,CopyStatusUrls,Copy the users status url when you right-click it,Devs.sadan,0,True,False,False,False,False,,rewrite,
equicordplugins,copyUserMention,CopyUserMention,"Adds a button to copy user's mention on the user context menu, works best with ValidUser.","EquicordDevs.Cortex,Devs.castdrian",1,False,False,False,False,False,,portable-logic,copy
equicordplugins,cursorBuddy,CursorBuddy,Pick a cursor buddy,"Devs.Ven,Devs.adryd,EquicordDevs.nexpid,",18,False,False,False,False,False,,portable-logic,
equicordplugins,customFolderIcons,CustomFolderIcons,Customize folder icons with any png,EquicordDevs.sadan,1,True,False,False,False,False,,rewrite,
equicordplugins,customSounds,CustomSounds,Customize Discord's sounds.,"Devs.ScattrdBlade,Devs.TheKodeToad",1,False,False,False,False,False,,portable-logic,
equicordplugins,customStatusTimeouts,CustomStatusTimeouts,Show the Forever option at the top of the list instead of the bottom.,"EquicordDevs.Kiri,EquicordDevs.thororen",5,True,False,False,False,False,,rewrite,
equicordplugins,customTimestamps,CustomTimestamps,Customize the timestamp formats,"Devs.Rini,EquicordDevs.nvhhr,EquicordDev",2,True,False,False,False,False,,rewrite,
equicordplugins,customUserColors,CustomUserColors,Users with custom colors defined will have their name in the dm list colored,EquicordDevs.mochienya,3,True,False,False,False,False,,rewrite,
equicordplugins,declutter,Declutter,Remove avatar decorations. This is/will be disabled if Decor is enabled.,"EquicordDevs.Leon135,Devs.prism,Devs.Kyu",21,True,False,False,False,False,,rewrite,
equicordplugins,disableCameras,DisableCameras,Disables cameras in a call by default,Devs.Joona,0,True,False,False,False,False,,rewrite,
equicordplugins,downloadAllAttachments,DownloadAllAttachments,Adds a popover button to download all attachments in a message at once.,EquicordDevs.dhopcs,1,False,False,False,False,False,,portable-logic,
equicordplugins,dragFavoriteEmotes,DragFavoriteEmotes,Adds the ability to change the order of your favourite emotes,EquicordDevs.PWall,0,True,False,False,False,False,,rewrite,
equicordplugins,dragify,Dragify,User drop output.,EquicordDevs.justjxke,7,False,False,False,False,False,,portable-ui,
equicordplugins,elementHighlighter.dev,ElementHighlighter,Toggle Highlighter,Devs.prism,9,False,False,False,False,False,,portable-logic,
equicordplugins,equibopStreamFixes.equibop,EquibopStreamFixes,Unlock stream quality options regardless of Nitro status,EquicordDevs.creations,9,True,False,False,False,False,,rewrite,
equicordplugins,equicordHelper,EquicordHelper,Prevents the camera from being mirrored on your screen,"
Devs.thororen,
EquicordDevs.nyx,
Equico",14,False,False,False,True,True,,portable-hook,
equicordplugins,equissant,Equissant,amount of clicks to trigger crossant,"EquicordDevs.SomeAspy,Devs.thororen",1,False,False,False,False,False,,portable-logic,
equicordplugins,exitSounds,ExitSounds,Select the server containing the sound.,Devs.prism,3,True,False,False,False,False,,rewrite,
equicordplugins,exportMessages,ExportMessages,Open the exported file in the default file handler after export,"EquicordDevs.veygax,EquicordDevs.dat_ins",3,True,False,False,False,False,,rewrite,
equicordplugins,fastDeleteChannels,FastDeleteChannels,The key to toggle trash when pressed.,Devs.thororen,4,False,False,False,False,False,,portable-logic,
equicordplugins,favouriteAnything,FavouriteAnything,Generate file thumbnails locally instead of using an external service (placeholder.nin0.dev). Not compatible w,"Devs.Davri,Devs.nin0dev",1,False,False,False,False,False,native.ts,native-feature,
equicordplugins,fileUpload,FileUpload,"Upload files to hosting services like Zipline, Nest, S3, and WebDAV","EquicordDevs.creations,EquicordDevs.keir",1,True,False,False,False,False,native.ts,native-feature,
equicordplugins,findReply,FindReply,Will also search for messages that @ the author directly,Devs.newwares,4,False,False,False,False,False,,portable-logic,
equicordplugins,fixFileExtensions,FixFileExtensions,Fixes file extensions by renaming them to a compatible supported format if possible,Devs.thororen,0,False,False,False,False,False,,portable-logic,
equicordplugins,followVoiceUser,FollowVoiceUser,Only follow the user when you are in a voice channel,EquicordDevs.TheArmagan,4,False,False,False,True,False,,portable-hook,
equicordplugins,fontLoader,FontLoader,Currently selected font,EquicordDevs.vmohammad,3,False,False,False,False,False,,portable-logic,
equicordplugins,frequentQuickSwitcher,FrequentQuickSwitcher,Rewrites and filters the quick switcher results to be your most frequent channels,Devs.Samwich,0,True,False,False,False,False,,rewrite,
equicordplugins,friendCodes,FriendCodes,Generate FriendCodes to easily add friends,Devs.HypedDomi,0,True,False,False,False,False,,rewrite,
equicordplugins,friendTags,FriendTags,The tag configuration component,Devs.Samwich,2,True,False,False,False,False,,rewrite,
equicordplugins,friendshipRanks,FriendshipRanks,Show a friend icon on messages from friends.,"Devs.Samwich,EquicordDevs.lucabeyer",1,False,False,False,False,True,,portable-ui,
equicordplugins,fullVcPfp,FullVCPFP,Makes avatars take up the entire vc tile,EquicordDevs.mochienya,0,True,False,False,False,False,,rewrite,
equicordplugins,ghosted,Ghosted,Show the ghost counter at the top of the server list,"EquicordDevs.vei,Devs.sadan,EquicordDevs",7,True,False,False,False,False,,rewrite,
equicordplugins,gifCollections,GifCollections,Allows you to create collections of gifs.,EquicordDevs.creations,1,True,False,False,False,False,,rewrite,
equicordplugins,gifMaker,GifMaker,Maximum auto-fit width.,"EquicordDevs.Leon135,EquicordDevs.benjii",10,False,False,False,False,False,native.ts,native-feature,
equicordplugins,githubRepos,GitHubRepos,Show repository stars,"EquicordDevs.talhakf,EquicordDevs.Pannik",3,False,False,False,False,True,,portable-ui,
equicordplugins,globalBadges,GlobalBadges,Adds global badges from other client mods,"Devs.HypedDomi,EquicordDevs.Wolfie,Devs.",1,False,False,False,False,False,,portable-logic,
equicordplugins,googleThat,GoogleThat,If the sent link should hyperlink with the query as the label,"Devs.Samwich,EquicordDevs.KrystalSkull",4,False,False,False,False,False,,portable-ui,
equicordplugins,guildPickerDumper,GuildPickerDumper,Context menu to dump and download a server's emojis and stickers.,"EquicordDevs.Cortex,Devs.Samwich,Equicor",1,False,False,False,False,False,,portable-logic,
equicordplugins,hideChatButtons,HideChatButtons,Color it red on open,EquicordDevs.iamme,3,False,False,False,False,False,,portable-logic,
equicordplugins,hideMessages,HideMessages,Hide the hide button in the message popover.,EquicordDevs.yash,3,True,False,False,False,False,,rewrite,
equicordplugins,hideServers,HideServers,Allows you to hide servers from the guild list and quick switcher by right clicking them,EquicordDevs.bep,1,True,False,False,False,False,,rewrite,
equicordplugins,homeTyping,HomeTyping,Changes the home button to a typing indicator if someone in your dms is typing,Devs.Samwich,0,True,False,False,False,False,,rewrite,
equicordplugins,hopOn,HopOn,Regex to trigger on,Devs.ImLvna,3,False,False,False,True,False,,portable-hook,
equicordplugins,husk,Husk,Attempt to find emoji of same name in server before using ID in settings (useful if no nitro),Devs.nin0dev,4,False,False,False,False,False,,portable-logic,
equicordplugins,iRememberYou,IRememberYou,"Locally saves everyone you've been communicating with (including servers), in case of lose","EquicordDevs.zoodogood,EquicordDevs.keir",0,False,False,False,False,False,,portable-logic,
equicordplugins,iconViewer,IconViewer,Adds a new tab to settings to preview all icons.,EquicordDevs.iamme,1,False,False,False,False,False,,portable-logic,
equicordplugins,idleAutoRestart,IdleAutoRestart,Enable automatic restart after idle,EquicordDevs.SteelTech,2,False,False,False,False,False,,portable-logic,
equicordplugins,ignoreCalls,IgnoreCalls,User IDs (comma + space) who should be permanetly ignored,"EquicordDevs.TheArmagan,Devs.thororen",3,True,False,False,True,False,,rewrite,
equicordplugins,inRole,InRole,Know who is in a role with the role context menu or /inrole command (read plugin info!),Devs.nin0dev,1,False,False,False,False,False,,portable-ui,
equicordplugins,ingtoninator,Ingtoninator,Show a button to toggle the Ingtoninator plugin,"EquicordDevs.zyqunix,EquicordDevs.BioTom",3,False,False,False,False,False,,portable-logic,
equicordplugins,instantScreenshare,InstantScreenshare,"Instantly screenshare when joining a voice channel with support for desktop sources, windows, and video input ","Devs.HAHALOSAH,Devs.thororen,EquicordDev",2,True,False,False,True,False,,rewrite,
equicordplugins,invisibleChat.desktop,InvisibleChat,"Saved Passwords (Seperated with a , )",Devs.SammCheese,3,True,False,False,False,False,,rewrite,
equicordplugins,inviteDefaults,InviteDefaults,Invite Duration,EquicordDevs.VillainsRule,3,True,False,False,False,False,,rewrite,
equicordplugins,jumpTo,JumpTo,Adds context menu options to jump to the start or bottom of a channel/DM.,"Devs.Samwich,Devs.thororen",1,False,False,False,False,False,,portable-logic,
equicordplugins,keyboardNavigation,KeyboardNavigation,The hotkey to open the command palette.,Devs.Ethan,2,False,False,False,False,False,,portable-logic,
equicordplugins,keyboardSounds,KeyboardSounds,Volume of the keyboard sounds.,"Devs.HypedDomi,EquicordDevs.Etorix",2,False,False,False,False,False,,portable-logic,
equicordplugins,keywordNotify,KeywordNotify,Ignore messages from bots,"EquicordDevs.camila314,EquicordDevs.x3rt",3,True,False,False,False,False,,rewrite,
equicordplugins,lastActive,LastActive,A plugin to jump to last active message from yourself or another user in a channel/server.,EquicordDevs.Crxa,1,False,False,False,False,False,,portable-logic,
equicordplugins,limitlessScreenshare,LimitlessScreenshare,Adds a slider for screenshare resolution and fps.,EquicordDevs.KawaiianPizza,1,True,False,False,False,False,,rewrite,
equicordplugins,loginWithQR,LoginWithQR,Scan a QR code,EquicordDevs.nexpid,1,False,False,False,False,False,,portable-logic,
equicordplugins,markdownTables,MarkdownTables,Hide the Table/Raw toggle and always show rendered tables.,EquicordDevs.yafyx,1,True,False,False,False,False,,rewrite,
equicordplugins,mediaPlaybackSpeed,MediaPlaybackSpeed,Voice messages,Devs.D3SOX,3,False,False,False,False,False,,portable-logic,
equicordplugins,messageBurst,MessageBurst,The duration of bursts (in seconds).,EquicordDevs.port22exposed,3,False,False,False,False,False,,portable-logic,
equicordplugins,messageColors,MessageColors,Displays color codes like #FF0042 inside of messages,EquicordDevs.Hen,0,False,False,False,False,False,,portable-logic,
equicordplugins,messageFetchTimer,MessageFetchTimer,Show fetch time icon in message bar,EquicordDevs.GroupXyz,4,False,False,False,False,False,,portable-logic,
equicordplugins,messageLinkTooltip,MessageLinkTooltip,Show tooltip when hovering over message links,Devs.Kyuuhachi,4,True,False,False,False,False,,rewrite,
equicordplugins,messageLoggerEnhanced,MessageLoggerEnhanced,"Improves Message Logger with edited message history, ghost ping detection and more","Devs.Aria,EquicordDevs.keircn,TestcordDe",3,True,False,False,True,False,,rewrite,
equicordplugins,messageNotifier,MessageNotifier,Comma separated list of user ids to get message toasts for,"EquicordDevs.cassie,EquicordDevs.mochien",2,False,False,False,True,False,,portable-hook,
equicordplugins,messagePeek,MessagePeek,Hide message previews and timestamps for muted DMs and group chats.,"Devs.prism,EquicordDevs.justjxke",1,True,False,False,False,True,,rewrite,
equicordplugins,messageTranslate,MessageTranslate,"Auto translate messages to your language with caching, per-channel toggles, and more options.",EquicordDevs.creations,0,True,False,False,False,False,,rewrite,
equicordplugins,micLoopbackTester,MicLoopbackTester,Adds mic loopback test icon to the user panel,EquicordDevs.benjii,1,False,False,False,False,False,,portable-logic,
equicordplugins,middleClickTweaks,MiddleClickTweaks,Prevent middle clicking on these content types from opening them.,"EquicordDevs.Etorix,EquicordDevs.korzi",3,True,False,False,False,False,,rewrite,
equicordplugins,moreCommands,MoreCommands,Adds various fun and useful commands,"
Devs.Arjix,
Devs.amy,
Devs.Samu,
Equico",0,True,False,False,False,False,,rewrite,
equicordplugins,moreStickers,MoreStickers,Inserts the sticker into your chatbar instead of sending immediately,"EquicordDevs.Leko,Devs.Arjix",2,True,False,False,False,False,,rewrite,
equicordplugins,moreUserTags,MoreUserTags,"Adds tags for webhooks and moderative roles (owner, admin, etc.)","Devs.Cyn,Devs.TheSun,Devs.RyanCaoDev,Dev",0,False,False,False,False,True,,portable-ui,
equicordplugins,moyai,Moyai,Volume of the 🗿🗿🗿,"Devs.Megu,Devs.Nuckyz",6,False,False,False,True,False,,portable-hook,
equicordplugins,neverPausePreviews,NeverPausePreviews,"Prevents in-call/PiP previews (screenshare, streams, etc) from pausing even if the client loses focus",EquicordDevs.vappstar,0,True,False,False,False,False,,rewrite,
equicordplugins,newPluginsManager,NewPluginsManager,Utility that notifies you when new plugins are added to Testcord,Devs.Sqaaakoi,1,False,False,False,True,False,,portable-hook,
equicordplugins,noNitroUpsell,NoNitroUpsell,Removes all of Discord's nitro upsells by tricking the client into thinking you have nitro.,Devs.thororen,1,False,False,False,True,False,,portable-hook,
equicordplugins,noPushToTalk,NoPushToTalk,Bypasses the push-to-talk requirement for voice activity in channels that enforce it.,EquicordDevs.omaw,0,True,False,False,False,False,,rewrite,
equicordplugins,noRPC.discordDesktop,NoRPC,Disables Discord's RPC server.,Devs.Cyn,0,True,False,False,False,False,,rewrite,
equicordplugins,noRoleHeaders,NoRoleHeaders,We are all equal!! Removes the role headers in the member list.,Devs.Samwich,0,True,False,False,False,False,,rewrite,
equicordplugins,normalizeMessageLinks,NormalizeMessageLinks,Strip canary/ptb from message links,Devs.bb010g,0,True,False,False,False,False,,rewrite,
equicordplugins,notificationTitle.discordDesktop,NotificationTitle,Makes desktop notifications more informative,Devs.Kyuuhachi,0,True,False,False,False,False,,rewrite,
equicordplugins,orbolayBridge,OrbolayBridge,Port to connect to,EquicordDevs.SpikeHD,2,False,False,False,True,False,,portable-hook,
equicordplugins,partyMode,PartyMode,Party intensity,Devs.UwUDev,1,False,False,False,False,False,,portable-logic,
equicordplugins,pendingFriendRequest,CancelFriendRequest,Adds a way to cancel outgoing friend requests from profiles.,EquicordDevs.omaw,1,True,False,False,False,False,,rewrite,
equicordplugins,pinIcon,PinIcon,Adds a pin icon to pinned messages,EquicordDevs.iamme,0,True,False,False,False,False,,rewrite,
equicordplugins,pingNotifications,PingNotifications,Notify when friends send messages in servers,EquicordDevs.smuki,6,False,False,False,True,False,,portable-hook,
equicordplugins,polishWording,PolishWording,Quick disable. Turns off message modifying without requiring a client reload.,"Devs.Samwich,EquicordDevs.WKoA",7,False,True,False,False,False,,portable-hook,
equicordplugins,profileSets,ProfileSets,Avatar size in preset list.,"EquicordDevs.omaw,EquicordDevs.justjxke",2,False,False,False,False,False,,portable-logic,
equicordplugins,questify,Questify,"Enhance specific Quest features, disable annoyances, or completely remove Quests.",EquicordDevs.Etorix,2,True,False,False,True,False,native.ts,native-feature,
equicordplugins,quickThemeSwitcher.discordDesktop,QuickThemeSwitcher,Include local themes,Devs.prism,5,False,False,False,False,False,,portable-logic,
equicordplugins,quoter,Quoter,Font for quote text (author/username always use M PLUS Rounded 1c),"Devs.Samwich,Devs.thororen,EquicordDevs.",6,False,False,False,False,False,,portable-logic,
equicordplugins,randomVoice,RandomVoice,Show the random voice keybind controls,"EquicordDevs.xijexo,EquicordDevs.omaw,De",26,False,False,False,True,False,,portable-hook,
equicordplugins,recentDMSwitcher,Unknown,Visual indicator style while cycling,EquicordDevs.mmeta,8,False,False,False,True,False,,portable-hook,
equicordplugins,remix,RemixRevived,Revives Remix and breings it to Desktop,"EquicordDevs.MrDiamond,EquicordDevs.meow",1,False,False,False,False,False,,portable-ui,
equicordplugins,repeatMessages,RepeatMessages,"Allows you to repeat messages quickly. If you hold shift while clicking the Repeat option, it will reply to th","EquicordDevs.Tolgchu,Devs.thororen",2,False,False,False,False,False,,portable-logic,
equicordplugins,replyPingControl,ReplyPingControl,Always get pinged when someone replies to your messages,"Devs.ant0n,EquicordDevs.MrDiamond,Equico",3,True,False,False,False,False,,rewrite,
equicordplugins,richMagnetLinks,RichMagnetLinks,Renders magnet links like message links,"EquicordDevs.cassie,EquicordDevs.mochien",0,True,False,False,False,False,,rewrite,
equicordplugins,richPresence,RichPresence,"Unified rich presence hub for AudioBookShelf, osu!, stats.fm, Jellyfin, Navidrome, and Gensokyo Radio.","
EquicordDevs.vmohammad,
Devs.AutumnVN,
",0,False,False,False,False,False,native.ts,native-feature,
equicordplugins,rpcEditor,RPCEditor,Edit the type and content of any Rich Presence,"Devs.Nyako,Devs.nin0dev",1,True,False,False,False,False,,rewrite,
equicordplugins,saveFavoriteGIFs,SaveFavoriteGIFs,Show 'Save Favorite GIFs' button in Equicord Toolbox (Requires Reload),Devs.thororen,1,False,False,False,False,False,,portable-ui,
equicordplugins,scheduledMessages,ScheduledMessages,Max scheduled messages per channel that can fire in the same minute.,"EquicordDevs.mmeta,Devs.prism",7,True,False,False,True,True,,rewrite,
equicordplugins,screenRecorder.equibop,ScreenRecorder,Adds an option to record your screen and upload the recording to the channel,Devs.AutumnVN,1,False,False,False,False,False,,portable-logic,
equicordplugins,searchFix,SearchFix,,EquicordDevs.Jaxx,0,True,False,False,False,False,,rewrite,
equicordplugins,sedEnhanced,SedEnhanced,"Inverts the `r` flag, so using the `r` flag enables non-regex mode, and omitting it uses regex mode.","EquicordDevs.dawn,EquicordDevs.Willow,Eq",1,True,False,False,False,False,,rewrite,
equicordplugins,sekaiStickers,SekaiStickers,Auto close modal when done,Devs.MaiKokain,2,False,False,False,False,False,,portable-logic,
equicordplugins,serverSearch,ServerSearch,Navigate your servers better with a quick search button,EquicordDevs.camila314,0,False,False,False,False,False,,portable-logic,
equicordplugins,showBadgesInChat,ShowBadgesInChat,Shows the message author's badges beside their name in chat.,"Devs.Inbestigator,EquicordDevs.KrystalSk",0,False,False,False,False,True,,portable-ui,
equicordplugins,showMessageEmbeds,ShowMessageEmbeds,Adds a context menu option to show embeds for links that don't have one,EquicordDevs.Suffocate,1,True,False,False,False,False,,rewrite,
equicordplugins,showResourceChannels,ShowResourceChannels,shows the channels hidden behind the server resources in the channel list,EquicordDevs.VillainsRule,0,True,False,False,False,False,,rewrite,
equicordplugins,showRolesInChat,ShowRolesInChat,Whether to show the highest role on bots.,EquicordDevs.lucabeyer,3,False,False,False,False,True,,portable-ui,
equicordplugins,showSongName,ShowSongName,Shows song name instead of artist for Spotify activity,Devs.prism,0,True,False,False,False,False,,rewrite,
equicordplugins,sidebarChat,SidebarChat,Open a channel or DM as a sidebar or a popout.,"Devs.Joona,EquicordDevs.justjxke",3,True,False,False,False,False,,rewrite,
equicordplugins,signature,Signature,The signature that will be added to the end of your messages,"Devs.Ven,Devs.Rini,Devs.ImBanana,Equicor",2,False,False,False,False,False,,portable-ui,
equicordplugins,silenceUsers,SilenceUsers,Comma-separated Discord user IDs to silence pings and server badges.,EquicordDevs.dka,1,False,False,False,False,False,,portable-logic,silenceusers
equicordplugins,snowfall,Snowfall,Change the type of snow displayed (Affects performance).,"EquicordDevs.ZcraftElite,EquicordDevs.sq",4,False,False,False,False,False,,portable-logic,
equicordplugins,songLink.desktop,SongLink,settings for services,"Devs.nin0dev,EquicordDevs.NassCT",5,False,False,False,False,True,native.ts,native-feature,
equicordplugins,songSpotlight.desktop,SongSpotlight,Show off songs on your profile,EquicordDevs.nexpid,2,False,False,False,True,True,native.ts,native-feature,
equicordplugins,splitLargeMessages,SplitLargeMessages,Minimum delay between each chunk in seconds.,"EquicordDevs.Reycko,EquicordDevs.justjxk",4,True,True,False,False,False,,rewrite,splitlarge
equicordplugins,spotifyActivityToggle,SpotifyActivityToggle,Where to show the Spotify toggle button.,Devs.thororen,3,False,False,False,True,False,,portable-hook,
equicordplugins,statusPresets,StatusPresets,Status Presets,EquicordDevs.iamme,1,True,False,False,False,False,,rewrite,
equicordplugins,statusWhileActive.desktop,StatusWhileActive,Status to set while in a voice channel.,EquicordDevs.smuki,2,False,False,False,True,False,,portable-hook,
equicordplugins,steamStatusSync,SteamStatusSync,Steam status when on Online,EquicordDevs.niko,7,False,False,False,True,False,,portable-hook,
equicordplugins,stickerBlocker,StickerBlocker,Whether to show a snazzy cat gif,Devs.Samwich,5,True,False,False,False,False,,rewrite,
equicordplugins,stopAutoUnread,StopAutoUnread,,EquicordDevs.SobakinTech,0,True,False,False,False,False,,rewrite,
equicordplugins,streaks,Streaks,Shows a streak next to a user when you exchange DMs with them on consecutive days.,"EquicordDevs.Moowi,Devs.thororen",1,False,False,False,True,True,,portable-hook,
equicordplugins,streamingCodecDisabler,StreamingCodecDisabler,Make Discord not consider using AV1 for streaming.,EquicordDevs.davidkra230,5,True,False,False,False,False,,rewrite,
equicordplugins,talkInReverse,TalkInReverse,Reverses the message content before sending it.,EquicordDevs.Tolgchu,1,False,False,False,False,False,,portable-logic,
equicordplugins,themeLibrary,ThemeLibrary,A library of themes for Vencord.,EquicordDevs.Fafa,1,False,False,False,False,False,native.ts,native-feature,
equicordplugins,tidalEmbeds,TidalEmbeds,Embeds TIDAL songs to make them playable in Discord.,EquicordDevs.vmohammad,0,True,False,False,False,True,,rewrite,
equicordplugins,timezones,Timezones,Show your own timezone in profiles and message headers,"Devs.Aria,EquicordDevs.creations",15,False,False,False,False,True,,portable-ui,
equicordplugins,title,Title,Window title prefix,Devs.Kyuuhachi,1,True,False,False,False,False,,rewrite,
equicordplugins,toastNotifications,ToastNotifications,The position of the toast notification.,"EquicordDevs.Skully,EquicordDevs.Ethan,E",13,False,False,False,True,False,,portable-hook,
equicordplugins,toggleVideoBind,ToggleVideoBind,The key to toggle webcam when pressed.,EquicordDevs.mochienya,4,False,False,False,False,False,,portable-logic,
equicordplugins,toneIndicators,ToneIndicators,Prefix character(s) for tone indicators.,EquicordDevs.justjxke,2,True,False,False,False,False,,rewrite,
equicordplugins,translatePlus,Translate+,Vencord's translate plugin but with support for artistic languages!,"Devs.Ven,EquicordDevs.Prince527",2,False,False,False,False,True,,portable-ui,
equicordplugins,triviaAI,TriviaAI,A plugin that helps you answer trivia questions using AI.,EquicordDevs.yash,2,False,False,False,False,False,,portable-logic,
equicordplugins,unitConverter,UnitConverter,the units you use and want things converted to. defaults to imperial,Devs.sadan,2,False,False,False,False,False,,portable-ui,
equicordplugins,universalMention,UniversalMention,"Mention users from any server, not just the current one",EquicordDevs.justjxke,2,True,False,False,False,False,,rewrite,
equicordplugins,unlimitedAccounts,UnlimitedAccounts,"Number of accounts that can be added, or 0 for no limit",Devs.thororen,1,True,False,False,False,False,,rewrite,
equicordplugins,unreadBadgeCount,UnreadCountBadge,Show unread count on muted channels,Devs.Joona,2,False,False,False,False,False,,portable-logic,
equicordplugins,urlHighlighter,UrlHighlighter,URL patterns to highlight using glob patterns.,Devs.prism,3,True,False,False,False,False,,rewrite,
equicordplugins,userpfp,UserPFP,Override server avatars with custom avatars or the default user avatar if no custom avatar is set.,"EquicordDevs.nexpid,Devs.thororen,Equico",4,True,False,False,False,False,,rewrite,
equicordplugins,userpluginInstaller.dev,UserpluginInstaller,Comma separated list of channels where the Install Plugin button should be displayed. It is always displayed i,Devs.nin0dev,5,False,False,False,False,True,native.ts,native-feature,
equicordplugins,vcPanelSettings,VCPanelSettings,Automatically uncollapse voice settings by default,Devs.nin0dev,14,True,False,False,False,False,,rewrite,
equicordplugins,voiceButtons,VoiceButtons,"Quickly DM, mute, or deafen any user right from the voice-call panel.","EquicordDevs.nicola02nb,EquicordDevs.oma",0,True,False,False,False,False,,rewrite,
equicordplugins,voiceChannelLog,VoiceChannelLog,"Logs voice channel activity including joins, leaves, soundboard, mute, camera, screenshare, and more.","Devs.Sqaaakoi,Devs.thororen,EquicordDevs",4,False,False,False,True,False,,portable-hook,
equicordplugins,voiceChatUtils,VoiceChatUtilities,Amount of API actions to perform before waiting (to avoid rate limits),"Devs.D3SOX,EquicordDevs.nickwoah",3,False,False,False,False,False,,portable-logic,
equicordplugins,voiceJoinMessages,VoiceJoinMessages,Recieve notifications in your friends' DMs when they join a voice channel,"Devs.Sqaaakoi,Devs.thororen",9,False,False,False,True,False,,portable-hook,
equicordplugins,voiceMessageTranscriber.desktop,Transcribe,Display transcription directly in the voice message attachment instead of a modal.,"Devs.TheSun,EquicordDevs.tt",5,True,False,False,False,False,native.ts,native-feature,
equicordplugins,voiceMessagesInBackground,VoiceMessagesInBackground,Keeps voice messages playing across chats with a synchronized mini player.,EquicordDevs.ELJoOker,2,True,False,False,True,False,,rewrite,
equicordplugins,voiceRejoin,VoiceRejoin,Set Delay before rejoining voice channel.,"EquicordDevs.omaw,EquicordDevs.keircn",5,False,False,False,True,False,,portable-hook,
equicordplugins,voiceStats,VoiceStats,Shows how long you've spent in voice with each user in their profile,EquicordDevs.Moowi,2,False,False,False,True,True,,portable-hook,
equicordplugins,waitForSlot,WaitForSlot,Join the channel immediately instead of showing a notice.,"EquicordDevs.omaw,Devs.prism",4,True,False,False,True,False,,rewrite,
equicordplugins,webpackTarball,WebpackTarball,Include patched modules,Devs.Kyuuhachi,2,False,False,False,False,False,,portable-logic,
equicordplugins,whitelistedEmojis,WhitelistedEmojis,Hide default Unicode emojis from the autocomplete unless whitelisted.,EquicordDevs.creations,7,True,False,False,False,False,,rewrite,
equicordplugins,whosWatching,WhosWatching,Show spectators under screenshare panel,"EquicordDevs.Fres,Devs.thororen",1,True,False,False,False,False,,rewrite,
equicordplugins,wigglyText,WigglyText,Animation intensity in px,EquicordDevs.nexpid,1,True,False,False,False,False,,rewrite,
equicordplugins,writeUpperCase,WriteUpperCase,Strings not to capitilise (seperate with a comma),"Devs.Samwich,EquicordDevs.KrystalSkull",0,False,False,False,False,False,,portable-logic,
